id,score,category,categoryID,name,address,postalcode,city,latitude,longitude,venue_name,venue_latitude,venue_longitude,
259,5261e76711d25c0be2ef9491,6.6,Ice Cream Shops,4bf58dd8d48988d1c9941735,Short Batch Ice Cream Co.,Edinburgh Gardens,3068,NORTH FITZROY,-37.786906,144.983114,Neighbourhood Wine,-37.785133,144.977638
260,4b1f1786f964a520e22324e3,7.2,Bakeries,4bf58dd8d48988d16a941735,Dench Bakers,109 Scotchmer St,3065,Melbourne,-37.783208,144.982654,Neighbourhood Wine,-37.785133,144.977638
261,4b6146c1f964a520c70e2ae3,7.9,Italian Restaurants,4bf58dd8d48988d110941735,Il Carretto Restaurant,479 Nicholson St.,3054,Carlton North,-37.788333,144.976552,Neighbourhood Wine,-37.785133,144.977638
262,50320c0be4b0c17c83668ef9,8.7,Indian Restaurants,4bf58dd8d48988d10f941735,Horn Please,167 St Georges Rd,3068,Fitzroy North,-37.785203,144.982174,Neighbourhood Wine,-37.785133,144.977638
263,4b058746f964a5205d8822e3,8.8,Vegetarian / Vegan Restaurants,4bf58dd8d48988d1d3941735,Moroccan Soup Bar,183 St Georges Rd,3068,Melbourne,-37.78485,144.98224,Neighbourhood Wine,-37.785133,144.977638
264,55e6828a498eb23090956e29,9.2,Cafés,4bf58dd8d48988d16d941735,Brick Lane,33 Guildford Ln,3000,Melbourne CBD,-37.811341,144.959816,Brick Lane,-37.811341,144.959816
265,53165d6d498ebb28a12213b3,9.2,Donut Shops,4bf58dd8d48988d148941735,Shortstop Coffee & Donuts,12 Sutherland Street,3000,Melbourne,-37.81124,144.961,Brick Lane,-37.811341,144.959816
266,58df373de7f1cf4b9bbc7a06,6.9,Chinese Restaurants,4bf58dd8d48988d145941735,David's Artisan Hot Pot,279 La Trobe Street,3000,Melbourne,-37.81067,144.96094,Brick Lane,-37.811341,144.959816
267,4b09f713f964a520812023e3,8.1,Japanese Restaurants,4bf58dd8d48988d111941735,Don Don,198 Little Lonsdale St,3000,Melbourne,-37.810737,144.963507,Brick Lane,-37.811341,144.959816
268,4ea6649777c831bd19353fea,6.4,Bars,4bf58dd8d48988d116941735,Asian Beer Cafe,Level 3 Melbourne Central,3000,Melbourne,-37.809887,144.964013,Brick Lane,-37.811341,144.959816
269,4ee91d794901e2d61a51221b,9.2,Coffee Shops,4bf58dd8d48988d1e0931735,Patricia Coffee Brewers,493-495 Little Bourke St,3000,Melbourne,-37.814598,144.95835,Brick Lane,-37.811341,144.959816
270,4c072bd30e0a2d7fb90ced0c,6.3,Dessert Shops,4bf58dd8d48988d1d0941735,The Pancake Parlour,211 La Trobe St,3000,Melbourne,-37.810284,144.963128,Brick Lane,-37.811341,144.959816
271,535f0e49498e02d827e232fa,8.2,Coffee Shops,4bf58dd8d48988d1e0931735,Nespresso Boutique,"Store 30, Ground Floor, 287 Lonsdale Street",3000,Melbourne,-37.812153,144.96373,Brick Lane,-37.811341,144.959816
272,4ba7f1e4f964a520cac039e3,7.5,Food Courts,4bf58dd8d48988d120951735,David Jones Food Hall,David Jones,3000,Melbourne,-37.81384,144.964586,Brick Lane,-37.811341,144.959816
273,4b337a62f964a520c51925e3,5,Fast Food Restaurants,4bf58dd8d48988d16e941735,McDonald's,275 Swanston St,3000,Melbourne,-37.8116,144.964554,Brick Lane,-37.811341,144.959816
274,50429fa7e4b00a5804c4e20e,7.3,Malay Restaurants,4bf58dd8d48988d156941735,Mamak,366 Lonsdale St,3000,Melbourne,-37.812426,144.96159,Brick Lane,-37.811341,144.959816
275,4bdd1144645e0f47f2cb6a19,5.6,Food Courts,4bf58dd8d48988d120951735,The Dining Hall,Melbourne Central Shopping Centre,3000,Melbourne,-37.810317,144.963056,Brick Lane,-37.811341,144.959816
276,4b6cf034f964a520105f2ce3,7.6,Donut Shops,4bf58dd8d48988d148941735,American Doughnut Kitchen,513 Elizabeth St,3000,Melbourne,-37.80725,144.958219,Brick Lane,-37.811341,144.959816
277,5b2df66ff79faa002c8732b6,8,Cafés,4bf58dd8d48988d16d941735,Rustica,Melbourne Central Level 2,3000,Melbourne,-37.811528,144.963492,Brick Lane,-37.811341,144.959816
278,4b7a0b3af964a5206a202fe3,5.7,Food Courts,4bf58dd8d48988d120951735,Melbourne Central Food Court,"LG Level, Melbourne Central",3000,Melbourne,-37.810319,144.962996,Brick Lane,-37.811341,144.959816
279,548e129b498e3012587f3e5c,9.3,Coffee Shops,4bf58dd8d48988d1e0931735,Little Rogue Coffee,20 Drewery Ln,3000,Melbourne,-37.810911,144.964027,Brick Lane,-37.811341,144.959816
280,58e6d8f22bc5e25a8a95734c,7.7,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,"Shop 151, 221 La Trobe St",3000,Melbourne,-37.809834,144.963763,Brick Lane,-37.811341,144.959816
281,584b7c980802cb76416337de,7.9,Burger Joints,4bf58dd8d48988d16c941735,Betty's Burgers,97 Elizabeth St,3000,Melbourne,-37.81593,144.963798,Brick Lane,-37.811341,144.959816
282,4b0a0d74f964a5205b2123e3,5.7,Shopping Malls,4bf58dd8d48988d1fd941735,Galleria,385 Bourke St,3000,Melbourne,-37.815089,144.963063,Brick Lane,-37.811341,144.959816
283,59cdb84bf62f2b7597d3b9f4,8.4,Thai Restaurants,4bf58dd8d48988d149941735,Dodee Paidang Thai Street Food Bar And Cafe,353 Little Collins St,3000,Melbourne,-37.815654,144.963264,Brick Lane,-37.811341,144.959816
284,5178a911e4b0d062d75adae4,8.6,Cafés,4bf58dd8d48988d16d941735,Operator25,25 Wills St,3000,Melbourne,-37.810705,144.957075,Brick Lane,-37.811341,144.959816
285,4b058747f964a520718822e3,8.7,Dessert Shops,4bf58dd8d48988d1d0941735,Koko Black,Shop 4 Royal Arcade,3000,Melbourne,-37.814485,144.964033,Brick Lane,-37.811341,144.959816
286,5853805176f2ca378f9afb07,7.7,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,385 Bourke St,3000,Melbourne,-37.814721,144.963272,Brick Lane,-37.811341,144.959816
287,4b1104e7f964a520817723e3,7.6,Dessert Shops,4bf58dd8d48988d1d0941735,Max Brenner Chocolate Bar,Shop 25-27 Red Cape Ln,3000,Melbourne,-37.810692,144.965691,Brick Lane,-37.811341,144.959816
288,4b058748f964a520cf8822e3,9,Coffee Shops,4bf58dd8d48988d1e0931735,Brother Baba Budan,359 Little Bourke St,3000,Melbourne,-37.813445,144.962137,Brick Lane,-37.811341,144.959816
289,566a99eb498eb34bbe832ed7,8.3,Burger Joints,4bf58dd8d48988d16c941735,8bit,231 Swanston St,3000,Melbourne CBD,-37.812603,144.964916,Brick Lane,-37.811341,144.959816
290,5354692f498e614ef2fa84c2,7.9,Food Courts,4bf58dd8d48988d120951735,Emporium Café Court,"Level 3, Emporium Melbourne, 287 Lonsdale St",3000,Melbourne,-37.811925,144.963785,Brick Lane,-37.811341,144.959816
291,5a15f5fde4c4594c8eb555ab,6.9,Coffee Shops,4bf58dd8d48988d1e0931735,Industry Beans,345 Little Collins Street,3000,Melbourne,-37.815315,144.963249,Brick Lane,-37.811341,144.959816
292,58a7f2e65cab2f6649255137,8.8,Japanese Restaurants,4bf58dd8d48988d111941735,Calia,287 Lonsdale street,3000,Melbourne,-37.812724,144.96393,Brick Lane,-37.811341,144.959816
293,4cfa3cb6a6c76a3192119e5f,7.7,Cafés,4bf58dd8d48988d16d941735,Chocolateria San Churro,"Shop 255 QV Centre, Swanston St",3000,Melbourne,-37.810482,144.964394,Brick Lane,-37.811341,144.959816
294,507e1c68e4b04a2c7cc62bb9,7.6,Mexican Restaurants,4bf58dd8d48988d1c1941735,Guzman y Gomez,289-299 Swanston St,3000,Melbourne,-37.811168,144.964248,Brick Lane,-37.811341,144.959816
295,5b46c9aff870fd0039f72963,8.8,Coffee Shops,4bf58dd8d48988d1e0931735,Market Lane Coffee,83 Victoria Street,3004,Melbourne,-37.806326,144.958053,Brick Lane,-37.811341,144.959816
296,5680eb5b498ec1c984459343,7.8,Sushi Restaurants,4bf58dd8d48988d1d2941735,Tetsujin,"Level 4, Emporium Shopping Centre",3000,Melbourne,-37.811958,144.964135,Brick Lane,-37.811341,144.959816
297,550a26f6498e6e51068eb03d,8.3,Cafés,4bf58dd8d48988d16d941735,Oli & Levi,"Shop B17, 385 Bourke St",3000,Melbourne,-37.814498,144.962681,Brick Lane,-37.811341,144.959816
298,50a6120be4b0b3c0aafc8de1,8.1,Gastropubs,4bf58dd8d48988d155941735,Captain Melville,34 Franklin St,3000,Melbourne,-37.807792,144.961638,Brick Lane,-37.811341,144.959816
299,4b1b4929f964a5208dfa23e3,7.3,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,"Shop 5, 235 Bourke St.",3000,Melbourne,-37.813392,144.966234,Brick Lane,-37.811341,144.959816
300,4fbdbc78e4b0e542befde5b0,7.1,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,205 Swanston St.,3000,Melbourne,-37.811288,144.964576,Brick Lane,-37.811341,144.959816
301,4d6332ea6973a35d5735a5ea,7.3,Food Courts,4bf58dd8d48988d120951735,VIC Marketplace Food Court,Elizabeth St.,3000,Melbourne,-37.806368,144.958443,Brick Lane,-37.811341,144.959816
302,4cc11204d363721ef20d58c9,7.6,Cafés,4bf58dd8d48988d16d941735,Brunetti,Level 3 Myer,3000,Melbourne,-37.813286,144.963748,Brick Lane,-37.811341,144.959816
303,4b058747f964a520a58822e3,8.3,Bars,4bf58dd8d48988d116941735,Cookie,1/252 Swanston St,3000,Melbourne,-37.812078,144.964929,Brick Lane,-37.811341,144.959816
304,4b064fa9f964a520a7ea22e3,7.3,Vietnamese Restaurants,4bf58dd8d48988d14a941735,Mekong Vietnamese,241 Swanston St.,3000,Melbourne,-37.8123,144.96504,Brick Lane,-37.811341,144.959816
305,4f580d7de4b0b8ced71f4d35,6.9,Sandwich Places,4bf58dd8d48988d1c5941735,Schnitz,203 Elizabeth St.,3000,Melbourne,-37.813613,144.962877,Brick Lane,-37.811341,144.959816
306,557faa14498e003d0f96b102,7.5,Dumpling Restaurants,4bf58dd8d48988d108941735,Din Tai Fung ???,"Level 4, Emporium Melbourne, 287 Lonsdale Street",3000,Melbourne CBD,-37.812414,144.964077,Brick Lane,-37.811341,144.959816
307,4b058748f964a520cf8822e3,9,Coffee Shops,4bf58dd8d48988d1e0931735,Brother Baba Budan,359 Little Bourke St,3000,Melbourne,-37.813445,144.962137,Tipo 00,-37.813527,144.961978
308,550a26f6498e6e51068eb03d,8.3,Cafés,4bf58dd8d48988d16d941735,Oli & Levi,"Shop B17, 385 Bourke St",3000,Melbourne,-37.814498,144.962681,Tipo 00,-37.813527,144.961978
309,4b058747f964a520718822e3,8.7,Dessert Shops,4bf58dd8d48988d1d0941735,Koko Black,Shop 4 Royal Arcade,3000,Melbourne,-37.814485,144.964033,Tipo 00,-37.813527,144.961978
310,5853805176f2ca378f9afb07,7.7,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,385 Bourke St,3000,Melbourne,-37.814721,144.963272,Tipo 00,-37.813527,144.961978
311,5354692f498e614ef2fa84c2,7.9,Food Courts,4bf58dd8d48988d120951735,Emporium Café Court,"Level 3, Emporium Melbourne, 287 Lonsdale St",3000,Melbourne,-37.811925,144.963785,Tipo 00,-37.813527,144.961978
312,53165d6d498ebb28a12213b3,9.2,Donut Shops,4bf58dd8d48988d148941735,Shortstop Coffee & Donuts,12 Sutherland Street,3000,Melbourne,-37.81124,144.961,Tipo 00,-37.813527,144.961978
313,535f0e49498e02d827e232fa,8.2,Coffee Shops,4bf58dd8d48988d1e0931735,Nespresso Boutique,"Store 30, Ground Floor, 287 Lonsdale Street",3000,Melbourne,-37.812153,144.96373,Tipo 00,-37.813527,144.961978
314,4b10a369f964a520297423e3,7.2,Coffee Shops,4bf58dd8d48988d1e0931735,Sensory Lab,297 Little Collins St.,3000,Melbourne,-37.814806,144.965098,Tipo 00,-37.813527,144.961978
315,4ea6649777c831bd19353fea,6.4,Bars,4bf58dd8d48988d116941735,Asian Beer Cafe,Level 3 Melbourne Central,3000,Melbourne,-37.809887,144.964013,Tipo 00,-37.813527,144.961978
316,4b0a0d74f964a5205b2123e3,5.7,Shopping Malls,4bf58dd8d48988d1fd941735,Galleria,385 Bourke St,3000,Melbourne,-37.815089,144.963063,Tipo 00,-37.813527,144.961978
317,4ee91d794901e2d61a51221b,9.2,Coffee Shops,4bf58dd8d48988d1e0931735,Patricia Coffee Brewers,493-495 Little Bourke St,3000,Melbourne,-37.814598,144.95835,Tipo 00,-37.813527,144.961978
318,58a7f2e65cab2f6649255137,8.8,Japanese Restaurants,4bf58dd8d48988d111941735,Calia,287 Lonsdale street,3000,Melbourne,-37.812724,144.96393,Tipo 00,-37.813527,144.961978
319,4ba7f1e4f964a520cac039e3,7.5,Food Courts,4bf58dd8d48988d120951735,David Jones Food Hall,David Jones,3000,Melbourne,-37.81384,144.964586,Tipo 00,-37.813527,144.961978
320,4b1104e7f964a520817723e3,7.6,Dessert Shops,4bf58dd8d48988d1d0941735,Max Brenner Chocolate Bar,Shop 25-27 Red Cape Ln,3000,Melbourne,-37.810692,144.965691,Tipo 00,-37.813527,144.961978
321,4cfa3cb6a6c76a3192119e5f,7.7,Cafés,4bf58dd8d48988d16d941735,Chocolateria San Churro,"Shop 255 QV Centre, Swanston St",3000,Melbourne,-37.810482,144.964394,Tipo 00,-37.813527,144.961978
322,4b1b4929f964a5208dfa23e3,7.3,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,"Shop 5, 235 Bourke St.",3000,Melbourne,-37.813392,144.966234,Tipo 00,-37.813527,144.961978
323,4cc11204d363721ef20d58c9,7.6,Cafés,4bf58dd8d48988d16d941735,Brunetti,Level 3 Myer,3000,Melbourne,-37.813286,144.963748,Tipo 00,-37.813527,144.961978
324,50429fa7e4b00a5804c4e20e,7.3,Malay Restaurants,4bf58dd8d48988d156941735,Mamak,366 Lonsdale St,3000,Melbourne,-37.812426,144.96159,Tipo 00,-37.813527,144.961978
325,4f580d7de4b0b8ced71f4d35,6.9,Sandwich Places,4bf58dd8d48988d1c5941735,Schnitz,203 Elizabeth St.,3000,Melbourne,-37.813613,144.962877,Tipo 00,-37.813527,144.961978
326,4b337a62f964a520c51925e3,5,Fast Food Restaurants,4bf58dd8d48988d16e941735,McDonald's,275 Swanston St,3000,Melbourne,-37.8116,144.964554,Tipo 00,-37.813527,144.961978
327,557faa14498e003d0f96b102,7.5,Dumpling Restaurants,4bf58dd8d48988d108941735,Din Tai Fung ???,"Level 4, Emporium Melbourne, 287 Lonsdale Street",3000,Melbourne CBD,-37.812414,144.964077,Tipo 00,-37.813527,144.961978
328,4bdd1144645e0f47f2cb6a19,5.6,Food Courts,4bf58dd8d48988d120951735,The Dining Hall,Melbourne Central Shopping Centre,3000,Melbourne,-37.810317,144.963056,Tipo 00,-37.813527,144.961978
329,5b2df66ff79faa002c8732b6,8,Cafés,4bf58dd8d48988d16d941735,Rustica,Melbourne Central Level 2,3000,Melbourne,-37.811528,144.963492,Tipo 00,-37.813527,144.961978
330,548e129b498e3012587f3e5c,9.3,Coffee Shops,4bf58dd8d48988d1e0931735,Little Rogue Coffee,20 Drewery Ln,3000,Melbourne,-37.810911,144.964027,Tipo 00,-37.813527,144.961978
331,5a15f5fde4c4594c8eb555ab,6.9,Coffee Shops,4bf58dd8d48988d1e0931735,Industry Beans,345 Little Collins Street,3000,Melbourne,-37.815315,144.963249,Tipo 00,-37.813527,144.961978
332,5acdd1679d6a195ad563ff3a,9.2,Ice Cream Shops,4bf58dd8d48988d1c9941735,Pidapipó Gelateria,8 Degraves St,3000,Melbourne,-37.817715,144.965997,Tipo 00,-37.813527,144.961978
333,58e6d8f22bc5e25a8a95734c,7.7,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,"Shop 151, 221 La Trobe St",3000,Melbourne,-37.809834,144.963763,Tipo 00,-37.813527,144.961978
334,584b7c980802cb76416337de,7.9,Burger Joints,4bf58dd8d48988d16c941735,Betty's Burgers,97 Elizabeth St,3000,Melbourne,-37.81593,144.963798,Tipo 00,-37.813527,144.961978
335,5153695ce4b02965ee259940,9,Coffee Shops,4bf58dd8d48988d1e0931735,Dukes Coffee Roasters,247 Flinders Ln.,3000,Melbourne,-37.816763,144.966064,Tipo 00,-37.813527,144.961978
336,59cdb84bf62f2b7597d3b9f4,8.4,Thai Restaurants,4bf58dd8d48988d149941735,Dodee Paidang Thai Street Food Bar And Cafe,353 Little Collins St,3000,Melbourne,-37.815654,144.963264,Tipo 00,-37.813527,144.961978
337,4c072bd30e0a2d7fb90ced0c,6.3,Dessert Shops,4bf58dd8d48988d1d0941735,The Pancake Parlour,211 La Trobe St,3000,Melbourne,-37.810284,144.963128,Tipo 00,-37.813527,144.961978
338,56e675f2498ed140e11c4a72,7.3,Dim Sum Restaurants,4bf58dd8d48988d1f5931735,Tim Ho Wan,206 Bourke St,3000,Melbourne,-37.813025,144.967086,Tipo 00,-37.813527,144.961978
339,566a99eb498eb34bbe832ed7,8.3,Burger Joints,4bf58dd8d48988d16c941735,8bit,231 Swanston St,3000,Melbourne CBD,-37.812603,144.964916,Tipo 00,-37.813527,144.961978
340,55e6828a498eb23090956e29,9.2,Cafés,4bf58dd8d48988d16d941735,Brick Lane,33 Guildford Ln,3000,Melbourne CBD,-37.811341,144.959816,Tipo 00,-37.813527,144.961978
341,5695f94f38fa3814550e0339,8.7,Burger Joints,4bf58dd8d48988d16c941735,Royal Stacks,470 Collins St,3000,Melbourne,-37.817867,144.958489,Tipo 00,-37.813527,144.961978
342,50a6120be4b0b3c0aafc8de1,8.1,Gastropubs,4bf58dd8d48988d155941735,Captain Melville,34 Franklin St,3000,Melbourne,-37.807792,144.961638,Tipo 00,-37.813527,144.961978
343,4b09e3b5f964a520431f23e3,8.6,Tea Rooms,4bf58dd8d48988d1dc931735,Hopetoun Tea Rooms,"Block Arcade, 282 Collins St",3000,Melbourne,-37.815896,144.964634,Tipo 00,-37.813527,144.961978
344,4fbdbc78e4b0e542befde5b0,7.1,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,205 Swanston St.,3000,Melbourne,-37.811288,144.964576,Tipo 00,-37.813527,144.961978
345,5a12162d6a59504af6ee14eb,8,Cafés,4bf58dd8d48988d16d941735,Brunetti,250 Flinders Lane,3000,Melbourne,-37.81675,144.965858,Tipo 00,-37.813527,144.961978
346,59e7ca0f60255e613bbb7d8e,7.4,Coffee Shops,4bf58dd8d48988d1e0931735,Tulip Coffee,7a Degraves St,3000,Melbourne,-37.817706,144.965937,Tipo 00,-37.813527,144.961978
347,4b058747f964a520a58822e3,8.3,Bars,4bf58dd8d48988d116941735,Cookie,1/252 Swanston St,3000,Melbourne,-37.812078,144.964929,Tipo 00,-37.813527,144.961978
348,4b064fa9f964a520a7ea22e3,7.3,Vietnamese Restaurants,4bf58dd8d48988d14a941735,Mekong Vietnamese,241 Swanston St.,3000,Melbourne,-37.8123,144.96504,Tipo 00,-37.813527,144.961978
349,4b7a0b3af964a5206a202fe3,5.7,Food Courts,4bf58dd8d48988d120951735,Melbourne Central Food Court,"LG Level, Melbourne Central",3000,Melbourne,-37.810319,144.962996,Tipo 00,-37.813527,144.961978
350,53eb306c498eb4d043834807,8.1,Ramen Restaurants,55a59bace4b013909087cb24,Hakata Gensuke,168 Russell St,3000,Melbourne,-37.812271,144.967908,Tipo 00,-37.813527,144.961978
351,5acdd1679d6a195ad563ff3a,9.2,Ice Cream Shops,4bf58dd8d48988d1c9941735,Pidapipó Gelateria,8 Degraves St,3000,Melbourne,-37.817715,144.965997,Pidapipó Gelateria,-37.817715,144.965997
352,59e7ca0f60255e613bbb7d8e,7.4,Coffee Shops,4bf58dd8d48988d1e0931735,Tulip Coffee,7a Degraves St,3000,Melbourne,-37.817706,144.965937,Pidapipó Gelateria,-37.817715,144.965997
353,5153695ce4b02965ee259940,9,Coffee Shops,4bf58dd8d48988d1e0931735,Dukes Coffee Roasters,247 Flinders Ln.,3000,Melbourne,-37.816763,144.966064,Pidapipó Gelateria,-37.817715,144.965997
354,5a12162d6a59504af6ee14eb,8,Cafés,4bf58dd8d48988d16d941735,Brunetti,250 Flinders Lane,3000,Melbourne,-37.81675,144.965858,Pidapipó Gelateria,-37.817715,144.965997
355,4b058747f964a5208b8822e3,7,Pubs,4bf58dd8d48988d11b941735,Young & Jackson,Swanston St,3000,Melbourne,-37.817541,144.967225,Pidapipó Gelateria,-37.817715,144.965997
356,54e70ab9498e4209b118461c,8.6,Bars,4bf58dd8d48988d116941735,Arbory Bar & Eatery,Flinders Walk,3000,Melbourne,-37.81902,144.966004,Pidapipó Gelateria,-37.817715,144.965997
357,5677d114498ef82f61dac03e,8,Sushi Restaurants,4bf58dd8d48988d1d2941735,Sushi Hub,2/55 Swanston St,3000,Melbourne,-37.816257,144.967107,Pidapipó Gelateria,-37.817715,144.965997
358,4cafd272aef16dcbe9f4ab54,5.6,Food Courts,4bf58dd8d48988d120951735,Southgate Food Court,3 Southgate Ave.,3006,Southbank,-37.819812,144.966534,Pidapipó Gelateria,-37.817715,144.965997
359,4b058747f964a520ad8822e3,7.4,Beer Gardens,4bf58dd8d48988d117941735,Beer DeLuxe,"Federation Square, Swanston St",3000,Melbourne,-37.817082,144.969176,Pidapipó Gelateria,-37.817715,144.965997
360,4b058745f964a520258822e3,7,Pubs,4bf58dd8d48988d11b941735,Sherlock Holmes,415 Collins St,3000,Melbourne,-37.817396,144.960752,Pidapipó Gelateria,-37.817715,144.965997
361,5ab4c04d25ecca58ce6ee019,8,Dumpling Restaurants,4bf58dd8d48988d108941735,Drumplings,227 Bourke Street,3000,Melbourne,-37.813377,144.9669,Pidapipó Gelateria,-37.817715,144.965997
362,4b05874ef964a520ac8a22e3,8.7,Spanish Restaurants,4bf58dd8d48988d150941735,MoVida,1 Hosier Ln,3000,Melbourne,-37.816619,144.969161,Pidapipó Gelateria,-37.817715,144.965997
363,59d2d094a795bd146cb967e2,6.6,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,117 Swanston St,3000,Melbourne,-37.814848,144.966304,Pidapipó Gelateria,-37.817715,144.965997
364,4b05eec5f964a52017e622e3,7.7,Steakhouses,4bf58dd8d48988d1cc941735,The Meat & Wine Co,3 Queens Bridge St.,3006,Southbank,-37.821298,144.961673,Pidapipó Gelateria,-37.817715,144.965997
365,4bf4ffe494af2d7f6e313b72,5.8,Cafés,4bf58dd8d48988d16d941735,Time Out Cafe,"Federation Square, Flinders St",3000,Melbourne,-37.817786,144.968116,Pidapipó Gelateria,-37.817715,144.965997
366,4b0a0d74f964a5205b2123e3,5.7,Shopping Malls,4bf58dd8d48988d1fd941735,Galleria,385 Bourke St,3000,Melbourne,-37.815089,144.963063,Pidapipó Gelateria,-37.817715,144.965997
367,4ba7f1e4f964a520cac039e3,7.5,Food Courts,4bf58dd8d48988d120951735,David Jones Food Hall,David Jones,3000,Melbourne,-37.81384,144.964586,Pidapipó Gelateria,-37.817715,144.965997
368,4b058747f964a520a88822e3,6.1,Bars,4bf58dd8d48988d116941735,Transport Hotel,"Federation Square, 2 Swanston St",3000,Melbourne,-37.818523,144.968439,Pidapipó Gelateria,-37.817715,144.965997
369,4cf89c723875b1f7f0c7943c,8.7,Bars,4bf58dd8d48988d116941735,Ponyfish Island,Under the Yarra Pedestrian Bridge,3006,Southbank,-37.819918,144.965021,Pidapipó Gelateria,-37.817715,144.965997
370,4b058747f964a5207c8822e3,8.2,Australian Restaurants,4bf58dd8d48988d169941735,Pure South,3 Southgate Ave,3006,Melbourne,-37.820232,144.965259,Pidapipó Gelateria,-37.817715,144.965997
371,4b10a369f964a520297423e3,7.2,Coffee Shops,4bf58dd8d48988d1e0931735,Sensory Lab,297 Little Collins St.,3000,Melbourne,-37.814806,144.965098,Pidapipó Gelateria,-37.817715,144.965997
372,584b7c980802cb76416337de,7.9,Burger Joints,4bf58dd8d48988d16c941735,Betty's Burgers,97 Elizabeth St,3000,Melbourne,-37.81593,144.963798,Pidapipó Gelateria,-37.817715,144.965997
373,4dde183352b155583df9b62e,9,Asian Restaurants,4bf58dd8d48988d142941735,Chin Chin,125 Flinders Ln,3000,Melbourne,-37.815451,144.970189,Pidapipó Gelateria,-37.817715,144.965997
374,59cdb84bf62f2b7597d3b9f4,8.4,Thai Restaurants,4bf58dd8d48988d149941735,Dodee Paidang Thai Street Food Bar And Cafe,353 Little Collins St,3000,Melbourne,-37.815654,144.963264,Pidapipó Gelateria,-37.817715,144.965997
375,54dec54a498ee8f9ab9f05c8,7.2,Spanish Restaurants,4bf58dd8d48988d150941735,Teatro,Southbank Promenade,3000,Southbank,-37.81969,144.967424,Pidapipó Gelateria,-37.817715,144.965997
376,4b09e3b5f964a520431f23e3,8.6,Tea Rooms,4bf58dd8d48988d1dc931735,Hopetoun Tea Rooms,"Block Arcade, 282 Collins St",3000,Melbourne,-37.815896,144.964634,Pidapipó Gelateria,-37.817715,144.965997
377,4b058747f964a520718822e3,8.7,Dessert Shops,4bf58dd8d48988d1d0941735,Koko Black,Shop 4 Royal Arcade,3000,Melbourne,-37.814485,144.964033,Pidapipó Gelateria,-37.817715,144.965997
378,5853805176f2ca378f9afb07,7.7,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,385 Bourke St,3000,Melbourne,-37.814721,144.963272,Pidapipó Gelateria,-37.817715,144.965997
379,57864da9cd105b8b0cd3cbe3,8.4,Bars,4bf58dd8d48988d116941735,Garden State Hotel,101 Flinders La,3000,Melbourne,-37.815299,144.971007,Pidapipó Gelateria,-37.817715,144.965997
380,5368ad36498eb3c4cc6e52a8,8.8,Asian Restaurants,4bf58dd8d48988d142941735,Supernormal,180 Flinders Ln,3000,Melbourne,-37.816003,144.968388,Pidapipó Gelateria,-37.817715,144.965997
381,52ef60fa498e7d0e5c27a123,8.7,Grocery Stores,4bf58dd8d48988d118951735,Broad Bean Organic Grocer,"Shop 3, 26 Fanning St",3006,Southbank,-37.822588,144.966912,Pidapipó Gelateria,-37.817715,144.965997
382,5a15f5fde4c4594c8eb555ab,6.9,Coffee Shops,4bf58dd8d48988d1e0931735,Industry Beans,345 Little Collins Street,3000,Melbourne,-37.815315,144.963249,Pidapipó Gelateria,-37.817715,144.965997
383,4b058748f964a520cf8822e3,9,Coffee Shops,4bf58dd8d48988d1e0931735,Brother Baba Budan,359 Little Bourke St,3000,Melbourne,-37.813445,144.962137,Pidapipó Gelateria,-37.817715,144.965997
384,56e675f2498ed140e11c4a72,7.3,Dim Sum Restaurants,4bf58dd8d48988d1f5931735,Tim Ho Wan,206 Bourke St,3000,Melbourne,-37.813025,144.967086,Pidapipó Gelateria,-37.817715,144.965997
385,4f65cd8be4b0ea77ceb1044e,6.8,Bars,4bf58dd8d48988d116941735,Left Bank Melbourne,1 Southbank Blvd.,3006,Southbank,-37.820929,144.962353,Pidapipó Gelateria,-37.817715,144.965997
386,550a26f6498e6e51068eb03d,8.3,Cafés,4bf58dd8d48988d16d941735,Oli & Levi,"Shop B17, 385 Bourke St",3000,Melbourne,-37.814498,144.962681,Pidapipó Gelateria,-37.817715,144.965997
387,4b1b4929f964a5208dfa23e3,7.3,Coffee Shops,4bf58dd8d48988d1e0931735,Starbucks,"Shop 5, 235 Bourke St.",3000,Melbourne,-37.813392,144.966234,Pidapipó Gelateria,-37.817715,144.965997
388,4b79fdfdf964a520181e2fe3,5.2,Fast Food Restaurants,4bf58dd8d48988d16e941735,McDonald's,406 Bourke St.,3000,Melbourne,-37.814577,144.961989,Pidapipó Gelateria,-37.817715,144.965997
389,55fe7a73498e1dc2a8706eaf,7.6,Korean Restaurants,4bf58dd8d48988d113941735,Korean Chicken and Beer SamSam ??,209 Swanston St,3000,Melbourne,-37.813064,144.965218,Pidapipó Gelateria,-37.817715,144.965997
