Locality,Latitude,Longitude
VIEWBANK,-37.744406,145.082685
ALBANVALE,-37.743361,144.796693
KEALBA,-37.743361,144.796693
KINGS PARK,-37.743361,144.796693
ST ALBANS,-37.743361,144.796693
BYADUK NORTH,-37.743155,142.013356
HAMILTON,-37.743155,142.013356
BELLFIELD,-37.743008,145.046401
HEIDELBERG HEIGHTS,-37.743008,145.046401
HEIDELBERG RGH,-37.743008,145.046401
HEIDELBERG WEST,-37.743008,145.046401
GILBERTON,-37.74247,145.005702
NORTHLAND CENTRE,-37.74247,145.005702
PRESTON,-37.74247,145.005702
PRESTON LOWER,-37.74247,145.005702
PRESTON SOUTH,-37.74247,145.005702
PRESTON WEST,-37.74247,145.005702
REGENT WEST,-37.74247,145.005702
SYLVESTER,-37.74247,145.005702
KEILOR EAST,-37.74107,144.857638
BATMAN,-37.739901,144.964524
COBURG,-37.739901,144.964524
COBURG NORTH,-37.739901,144.964524
MERLYNSTON,-37.739901,144.964524
MORELAND,-37.739901,144.964524
LOWER PLENTY,-37.73919,145.115208
CHIRNSIDE PARK,-37.737629,145.313086
WONGA PARK,-37.736734,145.267586
STRATHTULLOH,-37.73398997,144.5969094
DEANSIDE,-37.7332,144.7041
BURNSIDE HEIGHTS,-37.73218752,144.755657
ESSENDON NORTH,-37.731464,144.904815
STRATHMORE,-37.731464,144.904815
STRATHMORE HEIGHTS,-37.731464,144.904815
PASCOE VALE,-37.731138,144.936356
PASCOE VALE SOUTH,-37.731138,144.936356
THORNHILL PARK,-37.73029166,144.624896
WEIR VIEWS,-37.72870467,144.5683367
HAPPY VALLEY,-37.72758817,143.5955266
BIG PATS CREEK,-37.727566,145.818512
EAST WARBURTON,-37.727566,145.818512
MCMAHONS CREEK,-37.727566,145.818512
MILLGROVE,-37.727566,145.818512
REEFTON,-37.727566,145.818512
WARBURTON,-37.727566,145.818512
WESBURN,-37.727566,145.818512
AIRPORT WEST,-37.727529,144.866305
KEILOR PARK,-37.727529,144.866305
NIDDRIE,-37.727529,144.866305
ESSENDON FIELDS,-37.72674618,144.9011039
KOOROOL,-37.72619419,146.9425755
MACLEOD,-37.724398,145.06988
MACLEOD WEST,-37.724398,145.06988
YALLAMBIE,-37.724398,145.06988
PLUMPTON,-37.724141,144.699671
ROCKBANK,-37.724141,144.699671
LA TROBE UNIVERSITY,-37.721328,145.047012
TOOMBON,-37.72124292,146.4393424
MONTMORENCY,-37.719759,145.124727
AINTREE,-37.719,144.6684
CALDER PARK,-37.715579,144.780474
DELAHEY,-37.715579,144.780474
HILLSIDE,-37.715579,144.780474
PLUMPTON,-37.715579,144.780474
SYDENHAM,-37.715579,144.780474
TAYLORS HILL,-37.715579,144.780474
ELTHAM,-37.713299,145.158579
ELTHAM NORTH,-37.713299,145.158579
RESEARCH,-37.713299,145.158579
KEON PARK,-37.712474,145.005955
RESERVOIR,-37.712474,145.005955
RESERVOIR EAST,-37.712474,145.005955
RESERVOIR NORTH,-37.712474,145.005955
RESERVOIR SOUTH,-37.712474,145.005955
WATSONIA,-37.711787,145.082426
WATSONIA NORTH,-37.711787,145.082426
COLDSTREAM,-37.708784,145.416004
GRUYERE,-37.708784,145.416004
YERING,-37.708784,145.416004
MERINO,-37.70789,141.549163
TAHARA WEST,-37.70789,141.549163
FAWKNER,-37.707326,144.967874
FAWKNER EAST,-37.707326,144.967874
FAWKNER NORTH,-37.707326,144.967874
COBBLEBANK,-37.70732038,144.6008548
GRANGEFIELDS,-37.7069003,144.6393305
GLENROY,-37.706578,144.927968
HADFIELD,-37.706578,144.927968
OAK PARK,-37.706578,144.927968
BROOKFIELD,-37.705529,144.571033
EXFORD,-37.705529,144.571033
EYNESBURY,-37.705529,144.571033
MELTON SOUTH,-37.705529,144.571033
KEILOR,-37.705324,144.82246
KEILOR NORTH,-37.705324,144.82246
FRASER RISE,-37.70482231,144.7126219
FRASER RISE,-37.7043,144.7118
BUNDOORA,-37.701346,145.056223
KINGSBURY,-37.701346,145.056223
LA TROBE UNIVERSITY,-37.701346,145.056223
KEILOR DOWNS,-37.700454,144.766873
KEILOR LODGE,-37.700454,144.766873
TAYLORS LAKES,-37.700454,144.766873
WATERGARDENS,-37.700454,144.766873
BRIAR HILL,-37.700175,145.108339
GREENSBOROUGH,-37.700175,145.108339
SAINT HELENA,-37.700175,145.108339
MOORNAPA,-37.69919183,147.1704522
WOOLENOOK,-37.69783613,147.0446286
BONNIE BROOK,-37.69608887,144.6698898
BEND OF ISLANDS,-37.695254,145.224204
KANGAROO GROUND,-37.695254,145.224204
WATSONS CREEK,-37.695254,145.224204
GLENFALLOCH,-37.69372058,146.6296585
GLADSTONE PARK,-37.691916,144.888368
GOWANBRAE,-37.691916,144.888368
TULLAMARINE,-37.691916,144.888368
ST HELENA,-37.68949912,145.1294801
THOMASTOWN,-37.684684,145.006644
WRIXON,-37.68351367,146.8512398
BROADMEADOWS,-37.681105,144.930247
DALLAS,-37.681105,144.930247
JACANA,-37.681105,144.930247
WODONGA,-37.67576,144.989793
MELBOURNE AIRPORT,-37.674739,144.836195
ATTWOOD,-37.673182,144.888492
WESTMEADOWS,-37.673182,144.888492
WATTLE GLEN,-37.670851,145.185826
BAIRNSDALE,-37.670456,147.561112
BENGWORDEN,-37.670456,147.561112
BROADLANDS,-37.670456,147.561112
BULLUMWAAL,-37.670456,147.561112
CALULU,-37.670456,147.561112
CLIFTON CREEK,-37.670456,147.561112
DEPTFORD,-37.670456,147.561112
EAST BAIRNSDALE,-37.670456,147.561112
ELLASWOOD,-37.670456,147.561112
FAIRY DELL,-37.670456,147.561112
FLAGGY CREEK,-37.670456,147.561112
FORGE CREEK,-37.670456,147.561112
GOON NURE,-37.670456,147.561112
GRANITE ROCK,-37.670456,147.561112
HILLSIDE,-37.670456,147.561112
HOLLANDS LANDING,-37.670456,147.561112
IGUANA CREEK,-37.670456,147.561112
LINDENOW SOUTH,-37.670456,147.561112
LUCKNOW,-37.670456,147.561112
MELWOOD,-37.670456,147.561112
MERRIJIG,-37.670456,147.561112
MOUNT TAYLOR,-37.670456,147.561112
NEWLANDS ARM,-37.670456,147.561112
SARSFIELD,-37.670456,147.561112
TABBERABBERA,-37.670456,147.561112
WALPA,-37.670456,147.561112
WATERHOLES,-37.670456,147.561112
WOODGLEN,-37.670456,147.561112
WUK WUK,-37.670456,147.561112
WY YUNG,-37.670456,147.561112
WORROWING,-37.66889173,146.7419767
PLENTY,-37.668408,145.107802
DIAMOND CREEK,-37.667713,145.150369
CAMPBELLFIELD,-37.666265,144.956763
JERICHO,-37.66622391,146.2288747
LALOR,-37.66607,145.002679
LALOR PLAZA,-37.66607,145.002679
MILL PARK,-37.664858,145.065658
KYABRAM,-37.659566,144.936295
HARKNESS,-37.65724033,144.5462424
KURUNJANG,-37.656057,144.571458
MELTON,-37.656057,144.571458
MELTON WEST,-37.656057,144.571458
TOOLERN VALE,-37.656057,144.571458
GLENTHOMPSON,-37.655945,142.527253
NAREEB,-37.655945,142.527253
NARRAPUMELAP SOUTH,-37.655945,142.527253
BUNINYONG,-37.653945,143.883416
SCOTSMANS LEAD,-37.653945,143.883416
YARROWEE,-37.653945,143.883416
COOLAROO,-37.653917,144.923609
MEADOW HEIGHTS,-37.653917,144.923609
BALLAN,-37.651463,144.239102
BEREMBOKE,-37.651463,144.239102
BLAKEVILLE,-37.651463,144.239102
BUNDING,-37.651463,144.239102
COLBROOK,-37.651463,144.239102
DURDIDWARRAH,-37.651463,144.239102
FISKVILLE,-37.651463,144.239102
INGLISTON,-37.651463,144.239102
MOUNT WALLACE,-37.651463,144.239102
PANTON HILL,-37.650385,145.247277
EPPING,-37.643598,145.022137
EPPING DC,-37.643598,145.022137
DIGGERS REST,-37.643461,144.707974
PLUMPTON,-37.643461,144.707974
CHRISTMAS HILLS,-37.642852,145.365993
DIXONS CREEK,-37.642852,145.365993
STEELS CREEK,-37.642852,145.365993
TARRAWARRA,-37.642852,145.365993
YARRA GLEN,-37.642852,145.365993
GREENVALE,-37.639887,144.879626
BAHGALLAH,-37.6391,141.365747
BRIMBOAL,-37.6391,141.365747
CARAPOOK,-37.6391,141.365747
CHETWYND,-37.6391,141.365747
DERGHOLM,-37.6391,141.365747
DORODONG,-37.6391,141.365747
DUNROBIN,-37.6391,141.365747
HENTY,-37.6391,141.365747
KILLARA,-37.6391,141.365747
LAKE MUNDI,-37.6391,141.365747
LINDSAY,-37.6391,141.365747
MUNTHAM,-37.6391,141.365747
NANGEELA,-37.6391,141.365747
POOLAIJELO,-37.6391,141.365747
POWERS CREEK,-37.6391,141.365747
SANDFORD,-37.6391,141.365747
STRATHDOWNIE,-37.6391,141.365747
WANDO VALE,-37.6391,141.365747
WARROCK,-37.6391,141.365747
BELLBIRD CREEK,-37.63819699,148.814786
YARRAMBAT,-37.637478,145.136688
SOMERTON,-37.632986,144.932557
SMITHS GULLY,-37.624929,145.288073
MORANG SOUTH,-37.619102,145.074353
SOUTH MORANG,-37.619102,145.074353
TOOLOME,-37.61645458,147.0534386
BELL BIRD CREEK,-37.610841,148.873952
BEMM RIVER,-37.610841,148.873952
CABBAGE TREE CREEK,-37.610841,148.873952
CLUB TERRACE,-37.610841,148.873952
COMBIENBAR,-37.610841,148.873952
ERRINUNDRA,-37.610841,148.873952
MANORINA,-37.610841,148.873952
BADGER CREEK,-37.606088,145.513804
CASTELLA,-37.606088,145.513804
CHUM CREEK,-37.606088,145.513804
HEALESVILLE,-37.606088,145.513804
HEALESVILLE MAIN STREET,-37.606088,145.513804
HEALESVILLE POST SHOP,-37.606088,145.513804
MOUNT TOOLEBEWONG,-37.606088,145.513804
TOOLANGI,-37.606088,145.513804
BONSHAW,-37.60335408,143.813696
CASTLEBURN,-37.597551,147.228456
COBBANNAH,-37.597551,147.228456
CROOKED RIVER,-37.597551,147.228456
DARGO,-37.597551,147.228456
HAWKHURST,-37.597551,147.228456
LLOWALONG,-37.597551,147.228456
MEERLIEU,-37.597551,147.228456
MUNRO,-37.597551,147.228456
PERRY BRIDGE,-37.597551,147.228456
STOCKDALE,-37.597551,147.228456
STRATFORD,-37.597551,147.228456
WATERFORD,-37.597551,147.228456
WOLLERT,-37.596078,145.005578
WRATHUNG,-37.59554693,146.9492264
OAKLANDS JUNCTION,-37.595015,144.856082
YUROKE,-37.595015,144.856082
DOREEN,-37.593554,145.112985
MERNDA,-37.593554,145.112985
BONSHAW,-37.592283,143.82846
DELACOMBE,-37.592283,143.82846
SEBASTOPOL,-37.592283,143.82846
ARTHURS CREEK,-37.592101,145.192854
COTTLES BRIDGE,-37.592101,145.192854
HURSTBRIDGE,-37.592101,145.192854
NUTFIELD,-37.592101,145.192854
STRATHEWEN,-37.592101,145.192854
BULLA,-37.591069,144.811494
GORDON,-37.5878,144.123664
BULART,-37.586718,141.935665
CAVENDISH,-37.586718,141.935665
GLENISLA,-37.586718,141.935665
MOORALLA,-37.586718,141.935665
WOOHLPOOER,-37.586718,141.935665
SARGOOD,-37.58636148,146.7389535
ST ANDREWS,-37.585625,145.292381
WINTER VALLEY,-37.58012926,143.7928013
WINTER VALLEY,-37.5793,143.7945
NAP NAP MARRA,-37.57861321,146.8458785
DUNKELD,-37.573978,142.312764
KARABEAL,-37.573978,142.312764
MIRRANATWA,-37.573978,142.312764
MOUTAJUP,-37.573978,142.312764
VICTORIA POINT,-37.573978,142.312764
VICTORIA VALLEY,-37.573978,142.312764
WOODHOUSE,-37.573978,142.312764
DALES CREEK,-37.573711,144.308232
GREENDALE,-37.573711,144.308232
KOROBEIT,-37.573711,144.308232
MYRNIONG,-37.573711,144.308232
PENTLAND HILLS,-37.573711,144.308232
MUNTHAM,-37.5733696,141.5443271
ALFREDTON,-37.571941,143.864505
BAKERY HILL,-37.571941,143.864505
BALLARAT,-37.571941,143.864505
BALLARAT CENTRAL,-37.571941,143.864505
BALLARAT EAST,-37.571941,143.864505
BALLARAT NORTH,-37.571941,143.864505
BALLARAT WEST,-37.571941,143.864505
BLACK HILL,-37.571941,143.864505
BROWN HILL,-37.571941,143.864505
CANADIAN,-37.571941,143.864505
EUREKA,-37.571941,143.864505
GOLDEN POINT,-37.571941,143.864505
INVERMAY PARK,-37.571941,143.864505
LAKE WENDOUREE,-37.571941,143.864505
MOUNT CLEAR,-37.571941,143.864505
MOUNT HELEN,-37.571941,143.864505
MOUNT PLEASANT,-37.571941,143.864505
NERRINA,-37.571941,143.864505
NEWINGTON,-37.571941,143.864505
REDAN,-37.571941,143.864505
SOLDIERS HILL,-37.571941,143.864505
SOVEREIGN HILL,-37.571941,143.864505
BOISDALE,-37.571707,146.805175
BRIAGOLONG,-37.571707,146.805175
BUSHY PARK,-37.571707,146.805175
COONGULLA,-37.571707,146.805175
MAFFRA,-37.571707,146.805175
NUNTIN,-37.571707,146.805175
RIVERSLEA,-37.571707,146.805175
VALENCIA CREEK,-37.571707,146.805175
GENOA,-37.567684,149.538907
GIPSY POINT,-37.567684,149.538907
MARAMINGO CREEK,-37.567684,149.538907
WALLAGARAUGH,-37.567684,149.538907
WANGARABELL,-37.567684,149.538907
WINGAN RIVER,-37.567684,149.538907
WROXHAM,-37.567684,149.538907
SUNBURY,-37.56762,144.728973
WILDWOOD,-37.56762,144.728973
BULDAH,-37.566489,149.217216
CANN RIVER,-37.566489,149.217216
CHANDLERS CREEK,-37.566489,149.217216
NOORINBEE,-37.566489,149.217216
NOORINBEE NORTH,-37.566489,149.217216
TAMBOON,-37.566489,149.217216
TONGHI CREEK,-37.566489,149.217216
WEERAGUA,-37.566489,149.217216
YAN YEAN,-37.563905,145.142035
MALLACOOTA,-37.563775,149.909868
BAKERY HILL,-37.560917,143.867158
BALLARAT MC,-37.560917,143.867158
WOODSTOCK,-37.554655,145.052904
LUCAS,-37.55411084,143.769084
BUDGEE BUDGEE,-37.55304411,147.130018
RYANS,-37.55196002,147.4744504
CRAIGIEBURN,-37.546522,144.942199
DONNYBROOK,-37.546522,144.942199
KALKALLO,-37.546522,144.942199
MICKLEHAM,-37.546522,144.942199
ROXBURGH PARK,-37.546522,144.942199
CAMBARVILLE,-37.539267,145.784751
MARYSVILLE,-37.539267,145.784751
FERNSHAW,-37.537492,145.623011
NARBETHONG,-37.537492,145.623011
BERRAMBOOL,-37.534037,142.521439
BORNES HILL,-37.534037,142.521439
CHATSWORTH,-37.534037,142.521439
MAFEKING,-37.534037,142.521439
STAVELY,-37.534037,142.521439
WATGANIA,-37.534037,142.521439
WICKLIFFE,-37.534037,142.521439
WILLAURA,-37.534037,142.521439
WILLAURA NORTH,-37.534037,142.521439
LAKE GARDENS,-37.530285,143.82561
MITCHELL PARK,-37.530285,143.82561
WENDOUREE,-37.530285,143.82561
WENDOUREE VILLAGE,-37.530285,143.82561
TATYOON,-37.528792,142.985403
YALLA-Y-POORA,-37.528792,142.985403
KINGLAKE,-37.521863,145.353378
MOUNT SLIDE,-37.521863,145.353378
BULLENGAROOK,-37.501619,144.513018
GISBORNE,-37.501619,144.513018
GISBORNE SOUTH,-37.501619,144.513018
DOUBLE BRIDGES,-37.495349,147.866067
STIRLING,-37.495349,147.866067
TAMBO CROSSING,-37.495349,147.866067
CLARKEFIELD,-37.494056,144.806632
BURAGWONDUC,-37.49088696,146.7706256
MOROKA,-37.48991548,146.9388373
CROOKAYAN,-37.48411474,146.6214281
ADDINGTON,-37.482132,143.662387
BALLARAT ROADSIDE DELIVERY,-37.482132,143.662387
BARKSTEAD,-37.482132,143.662387
BLOWHARD,-37.482132,143.662387
BOLWARRAH,-37.482132,143.662387
BREWSTER,-37.482132,143.662387
BULLAROOK,-37.482132,143.662387
BUNGAREE,-37.482132,143.662387
BUNKERS HILL,-37.482132,143.662387
BURRUMBEET,-37.482132,143.662387
CAMBRIAN HILL,-37.482132,143.662387
CARDIGAN,-37.482132,143.662387
CARDIGAN VILLAGE,-37.482132,143.662387
CHAPEL FLAT,-37.482132,143.662387
CLARENDON,-37.482132,143.662387
CLARETOWN,-37.482132,143.662387
CLARKES HILL,-37.482132,143.662387
CORINDHAP,-37.482132,143.662387
DEAN,-37.482132,143.662387
DEREEL,-37.482132,143.662387
DUNNSTOWN,-37.482132,143.662387
DURHAM LEAD,-37.482132,143.662387
ENFIELD,-37.482132,143.662387
ERCILDOUNE,-37.482132,143.662387
GARIBALDI,-37.482132,143.662387
GLEN PARK,-37.482132,143.662387
GLENBRAE,-37.482132,143.662387
GONG GONG,-37.482132,143.662387
GRENVILLE,-37.482132,143.662387
INVERMAY,-37.482132,143.662387
LAL LAL,-37.482132,143.662387
LAMPLOUGH,-37.482132,143.662387
LANGI KAL KAL,-37.482132,143.662387
LEARMONTH,-37.482132,143.662387
LEIGH CREEK,-37.482132,143.662387
LEXTON,-37.482132,143.662387
MAGPIE,-37.482132,143.662387
MILLBROOK,-37.482132,143.662387
MINERS REST,-37.482132,143.662387
MITCHELL PARK,-37.482132,143.662387
MOLLONGGHIP,-37.482132,143.662387
MOUNT BOLTON,-37.482132,143.662387
MOUNT EGERTON,-37.482132,143.662387
MOUNT MERCER,-37.482132,143.662387
MOUNT MITCHELL,-37.482132,143.662387
MOUNT ROWAN,-37.482132,143.662387
NAPOLEONS,-37.482132,143.662387
NAVIGATORS,-37.482132,143.662387
POOTILLA,-37.482132,143.662387
SCOTCHMANS LEAD,-37.482132,143.662387
SCOTSBURN,-37.482132,143.662387
SPRINGBANK,-37.482132,143.662387
SULKY,-37.482132,143.662387
WALLACE,-37.482132,143.662387
WARRENHEIP,-37.482132,143.662387
WATTLE FLAT,-37.482132,143.662387
WAUBRA,-37.482132,143.662387
WEATHERBOARD,-37.482132,143.662387
WERNETH,-37.482132,143.662387
WINDERMERE,-37.482132,143.662387
YENDON,-37.482132,143.662387
BARKSTEAD,-37.47880506,144.0999652
BEVERIDGE,-37.476474,144.959512
RIDDELLS CREEK,-37.474551,144.69202
MIOWERA,-37.4711505,147.0748445
BRUCES CREEK,-37.469784,145.182221
EDEN PARK,-37.469784,145.182221
HUMEVALE,-37.469784,145.182221
KINGLAKE CENTRAL,-37.469784,145.182221
KINGLAKE WEST,-37.469784,145.182221
PHEASANT CREEK,-37.469784,145.182221
WHITTLESEA,-37.469784,145.182221
CASTERTON,-37.468159,141.229722
CORNDALE,-37.468159,141.229722
HEATH FIELD,-37.468159,141.229722
PURALKA,-37.468159,141.229722
BEAUFORT,-37.457785,143.343429
CHUTE,-37.457785,143.343429
CROSS ROADS,-37.457785,143.343429
LAKE GOLDSMITH,-37.457785,143.343429
LAKE WONGAN,-37.457785,143.343429
MAIN LEAD,-37.457785,143.343429
MENA PARK,-37.457785,143.343429
NERRING,-37.457785,143.343429
RAGLAN,-37.457785,143.343429
SHIRLEY,-37.457785,143.343429
STOCKYARD HILL,-37.457785,143.343429
STONELEIGH,-37.457785,143.343429
TRAWALLA,-37.457785,143.343429
WATERLOO,-37.457785,143.343429
NEW GISBORNE,-37.457528,144.602032
DEAN,-37.45543067,143.9835358
BOLINDA,-37.448455,144.792581
MARTHAVALE,-37.44431597,147.5075866
WANDO BRIDGE,-37.43928729,141.4238728
KNOCKWOOD,-37.42570709,146.2594778
BALLYROGAN,-37.424288,143.143621
BAYINDEEN,-37.424288,143.143621
BUANGOR,-37.424288,143.143621
MIDDLE CREEK,-37.424288,143.143621
BARRYS REEF,-37.424116,144.33471
BLACKWOOD,-37.424116,144.33471
FERN HILL,-37.424116,144.33471
LERDERDERG,-37.424116,144.33471
LITTLE HAMPTON,-37.424116,144.33471
NEWBURY,-37.424116,144.33471
NORTH BLACKWOOD,-37.424116,144.33471
TRENTHAM,-37.424116,144.33471
TRENTHAM EAST,-37.424116,144.33471
CRESWICK,-37.420588,143.88637
CRESWICK NORTH,-37.420588,143.88637
GLENDARUEL,-37.420588,143.88637
LANGDONS HILL,-37.420588,143.88637
MOUNT BECKWORTH,-37.420588,143.88637
TOURELLO,-37.420588,143.88637
ENOCHS POINT,-37.41855045,146.1186202
MACEDON,-37.413377,144.546151
MONEGEETTA,-37.413302,144.752095
CHINTIN,-37.41233,144.956641
DARRAWEIT GUIM,-37.41233,144.956641
HIDDEN VALLEY,-37.41233,144.956641
UPPER PLENTY,-37.41233,144.956641
WALLAN,-37.41233,144.956641
WALLAN EAST,-37.41233,144.956641
BUXTON,-37.41047,145.682161
BRIT BRIT,-37.408371,141.687516
CLOVER FLAT,-37.408371,141.687516
COLERAINE,-37.408371,141.687516
COOJAR,-37.408371,141.687516
CULLA,-37.408371,141.687516
GRINGEGALGONA,-37.408371,141.687516
GRITJURK,-37.408371,141.687516
HILGAY,-37.408371,141.687516
KONONGWOOTONG,-37.408371,141.687516
MELVILLE FOREST,-37.408371,141.687516
NAREEN,-37.408371,141.687516
PARKWOOD,-37.408371,141.687516
PASCHENDALE,-37.408371,141.687516
TAHARA BRIDGE,-37.408371,141.687516
TARRAYOUKYAN,-37.408371,141.687516
TARRENLEA,-37.408371,141.687516
WOOTONG VALE,-37.408371,141.687516
REEDY FLAT,-37.40606605,147.916566
SMOKEYTOWN,-37.40001075,143.9221405
COWA,-37.39966422,147.1868903
MOUNT MACEDON,-37.399224,144.603892
BENDOC,-37.39051,148.660943
BETE BOLONG,-37.39051,148.660943
BETE BOLONG NORTH,-37.39051,148.660943
BONANG,-37.39051,148.660943
BRODRIBB RIVER,-37.39051,148.660943
CABANANDRA,-37.39051,148.660943
CAPE CONRAN,-37.39051,148.660943
CORRINGLE,-37.39051,148.660943
DELEGATE RIVER EAST,-37.39051,148.660943
DELLICKNORA,-37.39051,148.660943
GOONGERAH,-37.39051,148.660943
HAYDENS BOG,-37.39051,148.660943
JARRAHMOND,-37.39051,148.660943
LOCHEND,-37.39051,148.660943
MARLO,-37.39051,148.660943
MARTINS CREEK,-37.39051,148.660943
NURRAN,-37.39051,148.660943
OMEO VALLEY,-37.39051,148.660943
ORBOST,-37.39051,148.660943
SIMPSONS CREEK,-37.39051,148.660943
TOSTAREE,-37.39051,148.660943
TUBBUT,-37.39051,148.660943
WAYGARA,-37.39051,148.660943
WOMBAT CREEK,-37.39051,148.660943
DOCTORS FLAT,-37.379331,147.887515
ENSAY,-37.379331,147.887515
ENSAY NORTH,-37.379331,147.887515
REEDY CREEK,-37.379331,147.887515
ARBUCKLE,-37.3690401,146.8291658
GLENDONALD,-37.36045587,143.8443538
REYNARD,-37.35595129,146.6252375
HEATHCOTE JUNCTION,-37.354647,145.052552
WANDONG,-37.354647,145.052552
BYLANDS,-37.354143,144.936707
CHEROKEE,-37.35388,144.750796
KERRIE,-37.35388,144.750796
ROMSEY,-37.35388,144.750796
SPRINGFIELD,-37.35388,144.750796
BASALT,-37.351704,144.144216
DAYLESFORD,-37.351704,144.144216
GRAMPIANS,-37.34896421,142.329907
ALLENDALE,-37.334655,143.907186
ASCOT,-37.334655,143.907186
BALD HILLS,-37.334655,143.907186
BLAMPIED,-37.334655,143.907186
BROOMFIELD,-37.334655,143.907186
CABBAGE TREE,-37.334655,143.907186
CAMPBELLTOWN,-37.334655,143.907186
COGHILLS CREEK,-37.334655,143.907186
GLENDONNELL,-37.334655,143.907186
KINGSTON,-37.334655,143.907186
KOOROOCHEANG,-37.334655,143.907186
LAWRENCE,-37.334655,143.907186
MOUNT PROSPECT,-37.334655,143.907186
NEWLYN,-37.334655,143.907186
NEWLYN NORTH,-37.334655,143.907186
ROCKLYN,-37.334655,143.907186
SMEATON,-37.334655,143.907186
SMOKEY TOWN,-37.334655,143.907186
SPRINGMOUNT,-37.334655,143.907186
STRATHLEA,-37.334655,143.907186
ULLINA,-37.334655,143.907186
WERONA,-37.334655,143.907186
ASHBOURNE,-37.330661,144.548846
CADELLO,-37.330661,144.548846
CARLSRUHE,-37.330661,144.548846
COBAW,-37.330661,144.548846
HANGING ROCK,-37.330661,144.548846
HESKET,-37.330661,144.548846
NEWHAM,-37.330661,144.548846
ROCHFORD,-37.330661,144.548846
WOODEND,-37.330661,144.548846
WOODEND NORTH,-37.330661,144.548846
RUBICON,-37.3209,145.839057
THORNTON,-37.3209,145.839057
WENTWORTH,-37.30864369,147.4884522
BALMORAL,-37.298061,141.948371
ENGLEFIELD,-37.298061,141.948371
GATUM,-37.298061,141.948371
PIGEON PONDS,-37.298061,141.948371
VASEY,-37.298061,141.948371
BRUTHEN,-37.291807,148.118511
BUCHAN,-37.291807,148.118511
BUCHAN SOUTH,-37.291807,148.118511
BUTCHERS RIDGE,-37.291807,148.118511
GELANTIPY,-37.291807,148.118511
MOSSIFACE,-37.291807,148.118511
MURRINDAL,-37.291807,148.118511
SUGGAN BUGGAN,-37.291807,148.118511
TAMBO UPPER,-37.291807,148.118511
TIMBARRA,-37.291807,148.118511
W TREE,-37.291807,148.118511
WISELEIGH,-37.291807,148.118511
WULGULMERANG,-37.291807,148.118511
WULGULMERANG EAST,-37.291807,148.118511
WULGULMERANG WEST,-37.291807,148.118511
YALMY,-37.291807,148.118511
BULLARTO,-37.287848,144.170995
BULLARTO SOUTH,-37.287848,144.170995
CLYDESDALE,-37.287848,144.170995
COOMOORA,-37.287848,144.170995
DENVER,-37.287848,144.170995
DRUMMOND,-37.287848,144.170995
DRY DIGGINGS,-37.287848,144.170995
EGANSTOWN,-37.287848,144.170995
ELEVATED PLAINS,-37.287848,144.170995
FRANKLINFORD,-37.287848,144.170995
GLENLYON,-37.287848,144.170995
HEPBURN,-37.287848,144.170995
HEPBURN SPRINGS,-37.287848,144.170995
KORWEINGUBOORA,-37.287848,144.170995
LEONARDS HILL,-37.287848,144.170995
LYONVILLE,-37.287848,144.170995
MOUNT FRANKLIN,-37.287848,144.170995
MUSK,-37.287848,144.170995
MUSK VALE,-37.287848,144.170995
PORCUPINE RIDGE,-37.287848,144.170995
SAILORS FALLS,-37.287848,144.170995
SAILORS HILL,-37.287848,144.170995
SHEPHERDS FLAT,-37.287848,144.170995
SPARGO CREEK,-37.287848,144.170995
STRANGWAYS,-37.287848,144.170995
WHEATSHEAF,-37.287848,144.170995
YANDOIT,-37.287848,144.170995
YANDOIT HILLS,-37.287848,144.170995
FLOWERDALE,-37.286611,145.435776
GHIN GHIN,-37.286611,145.435776
GLENBURN,-37.286611,145.435776
HOMEWOOD,-37.286611,145.435776
KILLINGWORTH,-37.286611,145.435776
LIMESTONE,-37.286611,145.435776
MURRINDINDI,-37.286611,145.435776
YEA,-37.286611,145.435776
ULLINA,-37.27629787,143.8880006
BINDI,-37.264671,147.707962
BROOKVILLE,-37.264671,147.707962
NUNNIONG,-37.264671,147.707962
SWIFTS CREEK,-37.264671,147.707962
TONGIO,-37.264671,147.707962
FORBES,-37.263736,144.900644
GLENAROUA,-37.263736,144.900644
HIGH CAMP,-37.263736,144.900644
KILMORE,-37.263736,144.900644
KILMORE EAST,-37.263736,144.900644
MORANDING,-37.263736,144.900644
TANTARABOO,-37.263736,144.900644
WILLOWMAVIN,-37.263736,144.900644
AMPHITHEATRE,-37.261481,143.379493
MOUNT LONARCH,-37.261481,143.379493
WONGUNGARRA,-37.25564455,147.0451171
CLUNES,-37.252718,143.815613
GLENGOWER,-37.252718,143.815613
MOUNT CAMERON,-37.252718,143.815613
BILLABONG,-37.24480987,146.80983
EILDON,-37.241527,145.90623
LAKE EILDON,-37.241527,145.90623
BROADFORD,-37.241401,145.111854
CLONBINANE,-37.241401,145.111854
FLOWERDALE,-37.241401,145.111854
HAZELDENE,-37.241401,145.111854
REEDY CREEK,-37.241401,145.111854
STRATH CREEK,-37.241401,145.111854
SUNDAY CREEK,-37.241401,145.111854
TYAAK,-37.241401,145.111854
WATERFORD PARK,-37.241401,145.111854
AMPHITHEATRE,-37.231524,142.956916
ARARAT,-37.231524,142.956916
ARARAT EAST,-37.231524,142.956916
ARMSTRONG,-37.231524,142.956916
BEN NEVIS,-37.231524,142.956916
CATHCART,-37.231524,142.956916
CROWLANDS,-37.231524,142.956916
