Locality,Latitude,Longitude
PATTERSON LAKES,-38.072748,145.134111
MARYKNOLL,-38.070135,145.565304
NAR NAR GOON,-38.070135,145.565304
NAR NAR GOON NORTH,-38.070135,145.565304
OFFICER,-38.069094,145.406887
OFFICER SOUTH,-38.069094,145.406887
TYNONG,-38.064252,145.634339
TYNONG NORTH,-38.064252,145.634339
TOONGABBIE,-38.063907,146.672206
HAWKESDALE,-38.059868,142.31953
MINHAMITE,-38.059868,142.31953
MINJAH,-38.0538178,142.481806
LYNBROOK,-38.05354,145.231114
LYNDHURST,-38.05354,145.231114
HOLLANDS LANDING,-38.04993542,147.4640889
BANNOCKBURN,-38.049195,144.194625
GHERINGHAP,-38.049195,144.194625
MAUDE,-38.049195,144.194625
RUSSELLS BRIDGE,-38.049195,144.194625
SHE OAKS,-38.049195,144.194625
STEIGLITZ,-38.049195,144.194625
SUTHERLANDS CREEK,-38.049195,144.194625
BOOLA,-38.0485774,146.4605642
BEACONSFIELD,-38.048316,145.371635
GUYS HILL,-38.048316,145.371635
LOVELY BANKS,-38.0468,144.3187
PAKENHAM,-38.04658,145.472514
PAKENHAM SOUTH,-38.04658,145.472514
PAKENHAM UPPER,-38.04658,145.472514
RYTHDALE,-38.04658,145.472514
BONBEACH,-38.046479,145.122762
CHELSEA,-38.046479,145.122762
CHELSEA HEIGHTS,-38.046479,145.122762
EDITHVALE,-38.046479,145.122762
BARUNAH PLAINS,-38.04453757,143.7726902
HAMPTON PARK,-38.043995,145.264296
LABERTOUCHE,-38.043542,145.787991
LONGWARRY,-38.043542,145.787991
LONGWARRY NORTH,-38.043542,145.787991
MODELLA,-38.043542,145.787991
LOVELY BANKS,-38.04070313,144.3223578
AVALON,-38.039958,144.422666
LARA,-38.039958,144.422666
POINT WILSON,-38.039958,144.422666
NELSON,-38.038873,141.051987
MOORABOOL,-38.038,144.2771
FOUNTAIN GATE,-38.037026,145.304198
NARRE WARREN,-38.037026,145.304198
NARRE WARREN SOUTH,-38.037026,145.304198
KNEBSWORTH,-38.036038,141.963223
MACARTHUR,-38.036038,141.963223
RIPPONHURST,-38.036038,141.963223
AIRLY,-38.035548,147.084398
BUNDALAGUAH,-38.035548,147.084398
CLYDEBANK,-38.035548,147.084398
COBAINS,-38.035548,147.084398
DARRIMAN,-38.035548,147.084398
DUTSON,-38.035548,147.084398
DUTSON DOWNS,-38.035548,147.084398
FLAMINGO BEACH,-38.035548,147.084398
FULHAM,-38.035548,147.084398
GIFFARD WEST,-38.035548,147.084398
GLOMAR BEACH,-38.035548,147.084398
GOLDEN BEACH,-38.035548,147.084398
KILMANY,-38.035548,147.084398
LAKE WELLINGTON,-38.035548,147.084398
LOCH SPORT,-38.035548,147.084398
LONGFORD,-38.035548,147.084398
MONTGOMERY,-38.035548,147.084398
MYRTLEBANK,-38.035548,147.084398
PARADISE BEACH,-38.035548,147.084398
PEARSONDALE,-38.035548,147.084398
SEACOMBE,-38.035548,147.084398
SEASPRAY,-38.035548,147.084398
SOMERTON PARK,-38.035548,147.084398
STRADBROKE,-38.035548,147.084398
THE HEART,-38.035548,147.084398
THE HONEYSUCKLES,-38.035548,147.084398
BERRYBANK,-38.026314,143.520934
DUVERNEY,-38.026314,143.520934
FOXHOW,-38.026314,143.520934
BERWICK,-38.025018,145.349488
HARKAWAY,-38.025018,145.349488
DANDENONG SOUTH,-38.02243,145.23738
CRESSY,-38.021333,143.743305
TEESDALE,-38.018664,144.043058
COWWARR,-38.018616,146.694894
BANGHOLME,-38.016114,145.208504
DANDENONG,-38.016114,145.208504
DANDENONG EAST,-38.016114,145.208504
DANDENONG NORTH,-38.016114,145.208504
DANDENONG SOUTH,-38.016114,145.208504
DUNEARN,-38.016114,145.208504
BUNYIP,-38.01378,145.726311
BUNYIP NORTH,-38.01378,145.726311
IONA,-38.01378,145.726311
TONIMBUK,-38.01378,145.726311
HALLAM,-38.009435,145.265524
ASPENDALE,-38.007024,145.104105
ASPENDALE GARDENS,-38.007024,145.104105
BRAESIDE,-38.007024,145.104105
MORDIALLOC,-38.007024,145.104105
MORDIALLOC NORTH,-38.007024,145.104105
PARKDALE,-38.007024,145.104105
WATERWAYS,-38.007024,145.104105
KEYSBOROUGH,-38.006771,145.164863
BEACONSFIELD UPPER,-38.002518,145.42327
DEWHURST,-38.002518,145.42327
NEERIM,-37.993258,146.013136
NEERIM EAST,-37.993258,146.013136
NEERIM SOUTH,-37.993258,146.013136
GERRIGERRUP,-37.99193127,142.1980995
DOVETON,-37.990985,145.237462
EUMEMMERRING,-37.990985,145.237462
WARRABKOOK,-37.98614494,142.0716061
MENTONE,-37.985059,145.067356
MENTONE EAST,-37.985059,145.067356
MOORABBIN AIRPORT,-37.985059,145.067356
BARUNAH PARK,-37.983701,143.908716
SHELFORD,-37.983701,143.908716
MORTLAKE,-37.982186,142.853634
WOORNDOO,-37.982186,142.853634
HEXHAM,-37.981249,142.660643
BREAKAWAY CREEK,-37.980868,141.789606
CONDAH,-37.980868,141.789606
CONDAH SWAMP,-37.980868,141.789606
HOTSPUR,-37.980868,141.789606
LAKE CONDAH,-37.980868,141.789606
WALLACEDALE,-37.980868,141.789606
NARRE WARREN EAST,-37.980059,145.325994
NARRE WARREN NORTH,-37.980059,145.325994
ABERFELDY,-37.978862,146.342932
AMOR,-37.978862,146.342932
CARINGAL,-37.978862,146.342932
COALVILLE,-37.978862,146.342932
COOPERS CREEK,-37.978862,146.342932
ERICA,-37.978862,146.342932
FUMINA,-37.978862,146.342932
FUMINA SOUTH,-37.978862,146.342932
HERNES OAK,-37.978862,146.342932
HILL END,-37.978862,146.342932
JACOB CREEK,-37.978862,146.342932
MOE,-37.978862,146.342932
MOE SOUTH,-37.978862,146.342932
MOONDARRA,-37.978862,146.342932
NEWBOROUGH,-37.978862,146.342932
NEWBOROUGH EAST,-37.978862,146.342932
RAWSON,-37.978862,146.342932
TANJIL,-37.978862,146.342932
TANJIL SOUTH,-37.978862,146.342932
THALOO,-37.978862,146.342932
THOMSON,-37.978862,146.342932
WALHALLA,-37.978862,146.342932
WESTBURY,-37.978862,146.342932
WILLOW GROVE,-37.978862,146.342932
YALLOURN,-37.978862,146.342932
YALLOURN NORTH,-37.978862,146.342932
BEAUMARIS,-37.978698,145.031561
BLACK ROCK,-37.978698,145.031561
BLACK ROCK NORTH,-37.978698,145.031561
CROMER,-37.978698,145.031561
DINGLEY VILLAGE,-37.975981,145.13465
SPRINGVALE SOUTH,-37.975981,145.13465
MILDURA,-37.972887,145.25835
ENDEAVOUR HILLS,-37.971763,145.255599
CONDAH SWAMP,-37.9711005,141.8361176
NOBLE PARK,-37.966218,145.17877
NOBLE PARK EAST,-37.966218,145.17877
NOBLE PARK NORTH,-37.966218,145.17877
CHELTENHAM,-37.965655,145.0623
CHELTENHAM EAST,-37.965655,145.0623
CHELTENHAM NORTH,-37.965655,145.0623
SOUTHLAND CENTRE,-37.965655,145.0623
CARAMUT,-37.960778,142.478612
HEATHERTON,-37.960555,145.092698
SANDRINGHAM,-37.956585,145.013472
HIGHETT,-37.951394,145.038147
BANKSIA PENINSULA,-37.94900419,147.6837005
GEMBROOK,-37.947379,145.596576
CLARINDA,-37.945149,145.115271
CLAYTON SOUTH,-37.945149,145.115271
SANDOWN VILLAGE,-37.944608,145.156783
SPRINGVALE,-37.944608,145.156783
LETHBRIDGE,-37.944446,144.097178
LITTLE RIVER,-37.943586,144.498479
MOORABBIN,-37.942021,145.047802
MOORABBIN EAST,-37.942021,145.047802
WISHART,-37.942021,145.047802
LISMORE,-37.941939,143.375414
MINGAY,-37.941939,143.375414
MOUNT BUTE,-37.941939,143.375414
ANAKIE,-37.9406,144.2894
HAMPTON,-37.938889,145.007238
HAMPTON EAST,-37.938889,145.007238
HAMPTON NORTH,-37.938889,145.007238
COCKATOO,-37.938471,145.487862
MOUNT BURNETT,-37.938471,145.487862
NANGANA,-37.938471,145.487862
GENTLE ANNIE,-37.93840381,145.8366168
AVONSLEIGH,-37.938068,145.433024
CLEMATIS,-37.938068,145.433024
EMERALD,-37.938068,145.433024
MACCLESFIELD,-37.938068,145.433024
BELGRAVE,-37.935097,145.350821
BELGRAVE HEIGHTS,-37.935097,145.350821
BELGRAVE SOUTH,-37.935097,145.350821
TECOMA,-37.935097,145.350821
WALHALLA EAST,-37.9325509,146.5807798
LAVERTON RAAF,-37.932419,144.754147
WILLIAMS RAAF,-37.932419,144.754147
BRIGHTON EAST,-37.925371,145.013593
NORTH ROAD,-37.925371,145.013593
ROWVILLE,-37.924431,145.241589
OAKLEIGH SOUTH,-37.923345,145.087614
BENTLEIGH EAST,-37.922369,145.059426
COATESVILLE,-37.922369,145.059426
MENZIES CREEK,-37.921894,145.3892
SELBY,-37.921894,145.3892
MULGRAVE,-37.920945,145.167859
WAVERLEY GARDENS,-37.920945,145.167859
BRANDY CREEK,-37.919937,145.945214
BULN BULN,-37.919937,145.945214
BULN BULN EAST,-37.919937,145.945214
CROSSOVER,-37.919937,145.945214
ELLINBANK,-37.919937,145.945214
FERNDALE,-37.919937,145.945214
LARDNER,-37.919937,145.945214
NAYOOK,-37.919937,145.945214
NEERIM JUNCTION,-37.919937,145.945214
NEERIM NORTH,-37.919937,145.945214
NILMA,-37.919937,145.945214
NILMA NORTH,-37.919937,145.945214
ROKEBY,-37.919937,145.945214
SEAVIEW,-37.919937,145.945214
SHADY CREEK,-37.919937,145.945214
TETOORA ROAD,-37.919937,145.945214
WARRAGUL SOUTH,-37.919937,145.945214
WARRAGUL WEST,-37.919937,145.945214
ROKEWOOD,-37.918437,143.758576
FERNTREE GULLY,-37.917932,145.292895
LYSTERFIELD,-37.917932,145.292895
LYSTERFIELD SOUTH,-37.917932,145.292895
MOUNTAIN GATE,-37.917932,145.292895
UPPER FERNTREE GULLY,-37.917932,145.292895
BENTLEIGH,-37.916956,145.036783
MCKINNON,-37.916956,145.036783
ORMOND,-37.916956,145.036783
PATTERSON,-37.916956,145.036783
CHARTWELL,-37.91624,144.64209
COCOROC,-37.91624,144.64209
DERRIMUT,-37.91624,144.64209
POINT COOK,-37.91624,144.64209
QUANDONG,-37.91624,144.64209
WERRIBEE,-37.91624,144.64209
WERRIBEE SOUTH,-37.91624,144.64209
BRIGHTON,-37.915066,144.996329
BRIGHTON NORTH,-37.915066,144.996329
DENDY,-37.915066,144.996329
WERE STREET PO,-37.915066,144.996329
BOOLE POOLE,-37.914728,147.727389
OCEAN GRANGE,-37.914728,147.727389
PAYNESVILLE,-37.914728,147.727389
RAYMOND ISLAND,-37.914728,147.727389
BRANDON PARK,-37.914383,145.168834
CLAYTON,-37.91342,145.12665
NOTTING HILL,-37.91342,145.12665
MONASH UNIVERSITY,-37.910545,145.134935
UPWEY,-37.910077,145.324468
HUGHESDALE,-37.902805,145.089719
HUNTINGDALE,-37.902805,145.089719
OAKLEIGH,-37.902805,145.089719
OAKLEIGH EAST,-37.902805,145.089719
MAMBOURIN,-37.899873,144.556552
MOUNT COTTRELL,-37.899873,144.556552
WYNDHAM VALE,-37.899873,144.556552
EAGLE POINT,-37.898544,147.680121
SCORESBY,-37.897137,145.222634
KALLISTA,-37.896917,145.379622
BOORAN ROAD PO,-37.896497,145.057237
CARNEGIE,-37.896497,145.057237
GLEN HUNTLY,-37.896497,145.057237
MURRUMBEENA,-37.896497,145.057237
THE PATCH,-37.89424,145.405388
KNOXFIELD,-37.893263,145.246731
GAZETTE,-37.893196,142.227754
PENSHURST,-37.893196,142.227754
PURDEET,-37.893196,142.227754
TABOR,-37.893196,142.227754
CAULFIELD,-37.892139,145.023394
CAULFIELD SOUTH,-37.892139,145.023394
HOPETOUN GARDENS,-37.892139,145.023394
ELSTERNWICK,-37.891841,145.002571
GARDENVALE,-37.891841,145.002571
RIPPONLEA,-37.891841,145.002571
SHERBROOKE,-37.889767,145.357336
DARLINGTON,-37.888549,142.98753
DUNDONNELL,-37.888549,142.98753
PURA PURA,-37.888549,142.98753
MAFFRA WEST UPPER,-37.886136,146.848259
MEWBURN PARK,-37.886136,146.848259
NEWRY,-37.886136,146.848259
TINAMBA,-37.886136,146.848259
TINAMBA WEST,-37.886136,146.848259
TREMONT,-37.885138,145.316734
CHADSTONE,-37.882562,145.090149
CHADSTONE CENTRE,-37.882562,145.090149
HOLMESGLEN,-37.882562,145.090149
BRIGHTON ROAD,-37.881414,144.984034
ELWOOD,-37.881414,144.984034
METUNG,-37.881041,147.839367
MOUNT WAVERLEY,-37.880748,145.128118
PINEWOOD,-37.880748,145.128118
SYNDAL,-37.880748,145.128118
FERNY CREEK,-37.878188,145.332431
DERRINALLUM,-37.877452,143.185911
LARRALEA,-37.877452,143.185911
VITE VITE,-37.877452,143.185911
VITE VITE NORTH,-37.877452,143.185911
GLEN WAVERLEY,-37.876968,145.170841
WHEELERS HILL,-37.876968,145.170841
ALTONA MEADOWS,-37.875066,144.777165
LAVERTON,-37.875066,144.777165
SEABROOK,-37.875066,144.777165
MONBULK,-37.874533,145.429715
CAULFIELD JUNCTION,-37.873733,145.019929
CAULFIELD NORTH,-37.873733,145.019929
JORDANVILLE,-37.8736,145.112084
CAULFIELD EAST,-37.873557,145.049328
CENTRAL PARK,-37.873557,145.049328
DARLING,-37.873557,145.049328
DARLING SOUTH,-37.873557,145.049328
MALVERN EAST,-37.873557,145.049328
WATTLETREE ROAD PO,-37.873557,145.049328
BAMGANIE,-37.87179,144.04476
MEREDITH,-37.87179,144.04476
BALACLAVA,-37.869072,144.999026
ST KILDA EAST,-37.869072,144.999026
ASHBURTON,-37.867864,145.092946
ASHWOOD,-37.867864,145.092946
GILDEROY,-37.867809,145.786343
GLADYSDALE,-37.867809,145.786343
POWELLTOWN,-37.867809,145.786343
THREE BRIDGES,-37.867809,145.786343
YARRA JUNCTION,-37.867809,145.786343
MANOR LAKES,-37.86694209,144.5812323
SASSAFRAS,-37.866786,145.350888
SASSAFRAS GULLY,-37.866786,145.350888
ST KILDA,-37.865322,144.979478
ST KILDA SOUTH,-37.865322,144.979478
ST KILDA WEST,-37.865322,144.979478
KNOX CITY CENTRE,-37.864951,145.221695
STUDFIELD,-37.864951,145.221695
WANTIRNA,-37.864951,145.221695
WANTIRNA SOUTH,-37.864951,145.221695
WILLIAMSTOWN,-37.863743,144.888461
WILLIAMSTOWN NORTH,-37.863743,144.888461
WILLIAMS LANDING,-37.86199812,144.7430155
BORONIA,-37.861799,145.284418
ALTONA,-37.86172,144.812736
SEAHOLME,-37.86172,144.812736
FERNBANK,-37.860878,147.341513
GLENALADALE,-37.860878,147.341513
THE FINGERBOARD,-37.860878,147.341513
ARMADALE,-37.858918,145.019393
ARMADALE NORTH,-37.858918,145.019393
KOOYONG,-37.857443,145.034127
MALVERN,-37.857443,145.034127
MALVERN NORTH,-37.857443,145.034127
GLEN IRIS,-37.857116,145.057833
THE BASIN,-37.856009,145.31784
BURWOOD EAST,-37.85523,145.151119
BURWOOD HEIGHTS,-37.85523,145.151119
PRAHRAN,-37.854683,144.995504
PRAHRAN EAST,-37.854683,144.995504
WINDSOR,-37.854683,144.995504
BENNETTSWOOD,-37.851305,145.101
BURWOOD,-37.851305,145.101
SURREY HILLS SOUTH,-37.851305,145.101
VERMONT,-37.848786,145.192303
VERMONT SOUTH,-37.848786,145.192303
OLINDA,-37.848036,145.377128
BRANXHOLME,-37.847981,141.706379
GRASSDALE,-37.847981,141.706379
ALBERT PARK,-37.846534,144.95086
MIDDLE PARK,-37.846534,144.95086
BAYSWATER,-37.845116,145.270141
BAYSWATER NORTH,-37.845116,145.270141
MELBOURNE,-37.844246,144.970161
ST KILDA ROAD CENTRAL,-37.844246,144.970161
HAWKSBURN,-37.84411,145.017732
TOORAK,-37.84411,145.017732
ADA,-37.84222154,145.851865
CAMBERWELL,-37.840867,145.068191
CAMBERWELL NORTH,-37.840867,145.068191
CAMBERWELL SOUTH,-37.840867,145.068191
CAMBERWELL WEST,-37.840867,145.068191
HARTWELL,-37.840867,145.068191
MIDDLE CAMBERWELL,-37.840867,145.068191
CHAPEL STREET NORTH,-37.840679,144.991264
DOMAIN ROAD PO,-37.840679,144.991264
SOUTH YARRA,-37.840679,144.991264
STAUGHTON VALE,-37.84038931,144.2550519
MOUNT DANDENONG,-37.839387,145.347505
NEWPORT,-37.838242,144.880556
SOUTH KINGSVILLE,-37.838242,144.880556
SPOTSWOOD,-37.838242,144.880556
HOPPERS CROSSING,-37.837165,144.705831
TARNEIT,-37.837165,144.705831
TRUGANINA,-37.837165,144.705831
SILVAN,-37.836663,145.430311
ALTONA EAST,-37.835562,144.839704
ALTONA GATE,-37.835562,144.839704
ALTONA NORTH,-37.835562,144.839704
GARDEN CITY,-37.832179,144.918044
PORT MELBOURNE,-37.832179,144.918044
SOUTH MELBOURNE,-37.831693,144.958176
SOUTH MELBOURNE DC,-37.831693,144.958176
LAVERTON NORTH,-37.829923,144.774986
AUBURN,-37.829752,145.049415
HAWTHORN EAST,-37.829752,145.049415
BAW BAW,-37.829347,146.077886
BAW BAW VILLAGE,-37.829347,146.077886
ICY CREEK,-37.829347,146.077886
LOCH VALLEY,-37.829347,146.077886
MT BAW BAW,-37.829347,146.077886
NOOJEE,-37.829347,146.077886
PIEDMONT,-37.829347,146.077886
TANJIL BREN,-37.829347,146.077886
TOORONGO,-37.829347,146.077886
VESPER,-37.829347,146.077886
BOX HILL,-37.828866,145.122393
BOX HILL CENTRAL,-37.828866,145.122393
BOX HILL SOUTH,-37.828866,145.122393
HOUSTON,-37.828866,145.122393
WATTLE PARK,-37.828866,145.122393
CAMBERWELL EAST,-37.827203,145.075748
CANTERBURY,-37.827203,145.075748
BURNLEY NORTH,-37.826869,145.007098
DIGBY,-37.82644,141.511007
BENDIGO,-37.825288,145.011924
SOUTH WHARF,-37.82528675,144.9520744
MONT ALBERT,-37.825173,145.097236
SURREY HILLS,-37.825173,145.097236
SURREY HILLS NORTH,-37.825173,145.097236
WORLD TRADE CENTRE,-37.824608,144.950858
BURNLEY,-37.823303,145.001788
CREMORNE,-37.823303,145.001788
RICHMOND,-37.823303,145.001788
RICHMOND EAST,-37.823303,145.001788
RICHMOND NORTH,-37.823303,145.001788
RICHMOND SOUTH,-37.823303,145.001788
VICTORIA GARDENS,-37.823303,145.001788
SOUTHBANK,-37.823258,144.965926
HEATHWOOD,-37.823058,145.257929
AUBURN SOUTH,-37.822725,145.030602
GLENFERRIE SOUTH,-37.822725,145.030602
HAWTHORN,-37.822725,145.030602
HAWTHORN NORTH,-37.822725,145.030602
HAWTHORN WEST,-37.822725,145.030602
YANGOURA,-37.82195914,146.5677589
KALIMNA,-37.821921,147.970237
KALIMNA WEST,-37.821921,147.970237
LAKE BUNGA,-37.821921,147.970237
LAKE TYERS BEACH,-37.821921,147.970237
LAKES ENTRANCE,-37.821921,147.970237
NUNGURNER,-37.821921,147.970237
NYERIMILANG,-37.821921,147.970237
TOORLOO ARM,-37.821921,147.970237
DAWSON,-37.821756,146.576101
DENISON,-37.821756,146.576101
GLEN FALLOCH,-37.821756,146.576101
GLENMAGGIE,-37.821756,146.576101
HEYFIELD,-37.821756,146.576101
LICOLA,-37.821756,146.576101
LICOLA NORTH,-37.821756,146.576101
SEATON,-37.821756,146.576101
TAMBORITHA,-37.821756,146.576101
WINNINDOO,-37.821756,146.576101
BEDFORD ROAD,-37.819594,145.248209
HEATHMONT,-37.819594,145.248209
RINGWOOD EAST,-37.819594,145.248209
KILSYTH,-37.819364,145.313346
KILSYTH SOUTH,-37.819364,145.313346
MITCHAM,-37.819222,145.196686
MITCHAM NORTH,-37.819222,145.196686
RANGEVIEW,-37.819222,145.196686
EAST MELBOURNE,-37.818517,144.982207
BLACKBURN,-37.81805,145.149653
BLACKBURN NORTH,-37.81805,145.149653
BLACKBURN SOUTH,-37.81805,145.149653
LABURNUM,-37.81805,145.149653
KALORAMA,-37.817818,145.384955
BRENTFORD SQUARE,-37.817798,145.174489
FOREST HILL,-37.817798,145.174489
NUNAWADING,-37.817798,145.174489
MELBOURNE,-37.817403,144.956776
FLINDERS LANE,-37.817201,144.964531
MONTROSE,-37.814771,145.346621
DOCKLANDS,-37.814719,144.948039
BEENAK,-37.814506,145.532666
DON VALLEY,-37.814506,145.532666
HODDLES CREEK,-37.814506,145.532666
LAUNCHING PLACE,-37.814506,145.532666
SEVILLE,-37.814506,145.532666
SEVILLE EAST,-37.814506,145.532666
WANDIN EAST,-37.814506,145.532666
WANDIN NORTH,-37.814506,145.532666
WOORI YALLOCK,-37.814506,145.532666
YELLINGBO,-37.814506,145.532666
YARRAVILLE,-37.814183,144.888686
YARRAVILLE WEST,-37.814183,144.888686
EASTWOOD,-37.81289131,147.6345106
NICHOLSON,-37.812017,147.764385
BALWYN,-37.811738,145.074116
BALWYN EAST,-37.811738,145.074116
DEEPDENE DC,-37.811738,145.074116
DEEPDENE,-37.81141396,145.0658595
SWAN REACH,-37.811303,147.867533
WEST MELBOURNE,-37.810871,144.949592
COTHAM,-37.807397,145.036575
KEW,-37.807397,145.036575
BROOKLYN,-37.807135,144.861162
KINGSVILLE,-37.807135,144.861162
KINGSVILLE WEST,-37.807135,144.861162
MAIDSTONE,-37.807135,144.861162
TOTTENHAM,-37.807135,144.861162
WEST FOOTSCRAY,-37.807135,144.861162
FOOTSCRAY,-37.807101,144.907953
SEDDON,-37.807101,144.907953
SEDDON WEST,-37.807101,144.907953
BOX HILL NORTH,-37.806965,145.125084
KERRIMUIR,-37.806965,145.125084
MONT ALBERT NORTH,-37.806965,145.125084
COLLINGWOOD,-37.804846,144.986906
COLLINGWOOD NORTH,-37.804846,144.986906
CARLTON,-37.803569,144.966112
CARLTON SOUTH,-37.803569,144.966112
ABBOTSFORD,-37.803515,144.998203
FITZROY,-37.802608,144.977795
HOTHAM HILL,-37.8006,144.943559
NORTH MELBOURNE,-37.8006,144.943559
ROYAL MELBOURNE HOSPITAL,-37.800324,144.954581
BUMBERRAH,-37.797042,147.814894
JOHNSONVILLE,-37.797042,147.814894
LINDENOW,-37.796743,147.455946
UNIVERSITY OF MELBOURNE,-37.796152,144.961351
RINGWOOD,-37.796091,145.232557
RINGWOOD NORTH,-37.796091,145.232557
WARRANDYTE SOUTH,-37.796091,145.232557
WARRANWOOD,-37.796091,145.232557
ARDEER,-37.795937,144.793961
DEER PARK EAST,-37.795937,144.793961
DONVALE,-37.794054,145.186334
KEW EAST,-37.793805,145.05219
BALWYN NORTH,-37.793695,145.081714
GREYTHORN,-37.793695,145.081714
FLEMINGTON,-37.79119,144.923403
KENSINGTON,-37.79119,144.923403
CLIFTON HILL,-37.790974,144.98622
FITZROY NORTH,-37.790974,144.98622
MELBOURNE UNIVERSITY,-37.788996,144.948903
PARKVILLE,-37.788996,144.948903
BACCHUS MARSH,-37.787135,144.394442
BALLIANG,-37.787135,144.394442
BALLIANG EAST,-37.787135,144.394442
COIMADAI,-37.787135,144.394442
DARLEY,-37.787135,144.394442
GLENMORE,-37.787135,144.394442
HOPETOUN PARK,-37.787135,144.394442
LONG FOREST,-37.787135,144.394442
MADDINGLEY,-37.787135,144.394442
MERRIMU,-37.787135,144.394442
PARWAN,-37.787135,144.394442
ROWSLEY,-37.787135,144.394442
MOUNT EVELYN,-37.786977,145.384922
CARLTON NORTH,-37.786971,144.96724
PRINCES HILL,-37.786971,144.96724
DONCASTER,-37.786429,145.125797
DONCASTER EAST,-37.784786,145.161649
DONCASTER HEIGHTS,-37.784786,145.161649
THE PINES,-37.784786,145.161649
TUNSTALL SQUARE PO,-37.784786,145.161649
BRAYBROOK,-37.784683,144.854014
BRAYBROOK NORTH,-37.784683,144.854014
ROBINSON,-37.784683,144.854014
MOOROOLBARK,-37.78391,145.322794
MONOMAK,-37.78389869,146.8250006
BURNSIDE,-37.78272,144.770641
CAIRNLEA,-37.78272,144.770641
CAROLINE SPRINGS,-37.78272,144.770641
DEER PARK,-37.78272,144.770641
DEER PARK NORTH,-37.78272,144.770641
RAVENHALL,-37.78272,144.770641
CROYDON,-37.779876,145.282396
CROYDON HILLS,-37.779876,145.282396
CROYDON NORTH,-37.779876,145.282396
CROYDON SOUTH,-37.779876,145.282396
LINTON,-37.779677,143.51253
MANNIBADAR,-37.779677,143.51253
PITTONG,-37.779677,143.51253
WILLOWVALE,-37.779677,143.51253
PARK ORCHARDS,-37.778595,145.212599
ALPHINGTON,-37.778298,145.025853
FAIRFIELD,-37.778298,145.025853
BALLARAT,-37.7778,144.835743
ALBION,-37.777204,144.829945
GLENGALA,-37.777204,144.829945
SUNSHINE,-37.777204,144.829945
SUNSHINE NORTH,-37.777204,144.829945
SUNSHINE WEST,-37.777204,144.829945
ASCOT VALE,-37.774486,144.897221
HIGHPOINT CITY,-37.774486,144.897221
MARIBYRNONG,-37.774486,144.897221
TRAVANCORE,-37.774486,144.897221
NORTHCOTE,-37.774064,144.999745
NORTHCOTE SOUTH,-37.774064,144.999745
IVANHOE,-37.772675,145.048573
IVANHOE EAST,-37.772675,145.048573
IVANHOE NORTH,-37.772675,145.048573
BULLEEN,-37.772477,145.084806
BULLEEN SOUTH,-37.772477,145.084806
SUMNER,-37.772232,144.98034
NEWMERELLA,-37.770977,148.426851
BRUNSWICK EAST,-37.770012,144.97728
LYGON STREET NORTH,-37.770012,144.97728
BRUNSWICK,-37.766292,144.960108
BRUNSWICK LOWER,-37.766292,144.960108
BRUNSWICK NORTH,-37.766292,144.960108
MOONEE PONDS,-37.766184,144.922995
TEMPLESTOWE LOWER,-37.765225,145.110677
BRUNSWICK SOUTH,-37.763584,144.942222
BRUNSWICK WEST,-37.763584,144.942222
MOONEE VALE,-37.763584,144.942222
MORELAND WEST,-37.763584,144.942222
AVONDALE HEIGHTS,-37.761235,144.86194
THORNBURY,-37.759426,145.007006
LILYDALE,-37.759154,145.363185
TEMPLESTOWE,-37.758335,145.142675
BERRINGA,-37.758248,143.637463
BO PEEP,-37.758248,143.637463
CAPE CLEAR,-37.758248,143.637463
CARNGHAM,-37.758248,143.637463
CHEPSTOWE,-37.758248,143.637463
HADDON,-37.758248,143.637463
HAPPY VALLEY,-37.758248,143.637463
HILLCREST,-37.758248,143.637463
ILLABAROOK,-37.758248,143.637463
LAKE BOLAC,-37.758248,143.637463
MININERA,-37.758248,143.637463
MORTCHUP,-37.758248,143.637463
MOUNT EMU,-37.758248,143.637463
NERRIN NERRIN,-37.758248,143.637463
NEWTOWN,-37.758248,143.637463
NINTINGBOOL,-37.758248,143.637463
PIGGOREET,-37.758248,143.637463
PITFIELD,-37.758248,143.637463
ROKEWOOD JUNCTION,-37.758248,143.637463
ROSS CREEK,-37.758248,143.637463
SCARSDALE,-37.758248,143.637463
SMYTHES CREEK,-37.758248,143.637463
SMYTHESDALE,-37.758248,143.637463
SNAKE VALLEY,-37.758248,143.637463
SPRINGDALLAH,-37.758248,143.637463
STAFFORDSHIRE REEF,-37.758248,143.637463
STREATHAM,-37.758248,143.637463
WALLINDUC,-37.758248,143.637463
WESTMERE,-37.758248,143.637463
BUNGAL,-37.75803,144.086089
CARGERIE,-37.75803,144.086089
ELAINE,-37.75803,144.086089
MORRISONS,-37.75803,144.086089
MOUNT DORAN,-37.75803,144.086089
LAKE TYERS,-37.757895,148.116641
NOWA NOWA,-37.757895,148.116641
WAIREWA,-37.757895,148.116641
GILLUM,-37.7535504,146.7352987
BRADVALE,-37.752643,143.373089
CARRANBALLAC,-37.752643,143.373089
SKIPTON,-37.752643,143.373089
NORTH WARRANDYTE,-37.752123,145.204689
WARRANDYTE,-37.752123,145.204689
ABERFELDIE,-37.751845,144.902556
ESSENDON,-37.751845,144.902556
ESSENDON WEST,-37.751845,144.902556
FIELDSTONE,-37.75045631,144.649936
BANYULE,-37.744406,145.082685
EAGLEMONT,-37.744406,145.082685
HEIDELBERG,-37.744406,145.082685
ROSANNA,-37.744406,145.082685
